print_key,name,set_code,collector_number,layout,face_count,type_line_source,type_line_pl,has_rules_text,rules_translation_status,explanation_status
tle:139,"Hei Bai, Forest Guardian",TLE,139,normal,1,Legendary Creature — Bear Spirit,Legendarne Stworzenie — Niedźwiedź Duch,yes,not-started,not-started
tle:140,Kyoshi Warrior Exemplars,TLE,140,normal,1,Creature — Human Warrior Ally,Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tle:141,Master's Guidance,TLE,141,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:142,Solid Ground,TLE,142,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:143,Tale of Katara and Toph,TLE,143,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:144,Tectonic Split,TLE,144,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:145,"Toph, Earthbending Master",TLE,145,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tle:146,"Aang, A Lot to Learn",TLE,146,normal,1,Legendary Creature — Human Avatar Ally,Legendarne Stworzenie — Człowiek Avatar Sojusznik,yes,not-started,not-started
tle:147,Hook Swords,TLE,147,normal,1,Artifact — Equipment,Artefakt — Ekwipunek,yes,not-started,not-started
tle:148,"Katara, Seeking Revenge",TLE,148,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tle:149,Stand United,TLE,149,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:150,"Zuko, Seeking Honor",TLE,150,normal,1,Legendary Creature — Human Noble,Legendarne Stworzenie — Człowiek Szlachcic,yes,not-started,not-started
tle:151,Acrobatic Leap,TLE,151,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:152,Cloudshift,TLE,152,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:153,Duelist's Heritage,TLE,153,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:154,Valorous Stance,TLE,154,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:155,Brainstorm,TLE,155,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:156,Coastal Piracy,TLE,156,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:157,Consider,TLE,157,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:158,Dramatic Reversal,TLE,158,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:159,Frantic Search,TLE,159,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:160,Bastion of Remembrance,TLE,160,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:161,Dark Deal,TLE,161,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:162,Diresight,TLE,162,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:163,Bolt Bend,TLE,163,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:164,Cathartic Reunion,TLE,164,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:165,Fiery Confluence,TLE,165,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:166,Fists of Flame,TLE,166,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:167,Descendants' Path,TLE,167,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:168,Inspiring Call,TLE,168,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:169,Many Partings,TLE,169,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:170,Suspicious Bookcase,TLE,170,normal,1,Artifact Creature — Wall,Artefakt Stworzenie — Ściana,yes,not-started,not-started
tle:210,"Aang, Air Nomad",TLE,210,normal,1,Legendary Creature — Human Avatar Ally,Legendarne Stworzenie — Człowiek Avatar Sojusznik,yes,not-started,not-started
tle:211,Aang's Defense,TLE,211,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:212,Aardvark Sloth,TLE,212,normal,1,Creature — Sloth Beast,Stworzenie — Leniwiec Bestia,yes,not-started,not-started
tle:213,Allied Teamwork,TLE,213,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:214,"Appa, Aang's Companion",TLE,214,normal,1,Legendary Creature — Bison Ally,Legendarne Stworzenie — Bizon Sojusznik,yes,not-started,not-started
tle:215,"Katara, Heroic Healer",TLE,215,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tle:216,Kyoshi Warrior Guard,TLE,216,normal,1,Creature — Human Warrior Ally,Stworzenie — Człowiek Wojownik Sojusznik,no,not-required,not-started
tle:217,"Momo, Rambunctious Rascal",TLE,217,normal,1,Legendary Creature — Lemur Bat Ally,Legendarne Stworzenie — Lemur Nietoperz Sojusznik,yes,not-started,not-started
tle:218,Sledding Otter-Penguin,TLE,218,normal,1,Creature — Otter Bird,Stworzenie — Wydra Ptak,yes,not-started,not-started
tle:219,"Sokka, Wolf Cove's Protector",TLE,219,normal,1,Legendary Creature — Human Warrior Ally,Legendarne Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tle:220,Tundra Wall,TLE,220,normal,1,Creature — Wall,Stworzenie — Ściana,yes,not-started,not-started
tle:221,Wolf Cove Villager,TLE,221,normal,1,Creature — Human Peasant,Stworzenie — Człowiek Chłop,yes,not-started,not-started
tle:222,Deny Entry,TLE,222,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:223,Flying Dolphin-Fish,TLE,223,normal,1,Creature — Whale Fish,Stworzenie — Wieloryb Ryba,yes,not-started,not-started
tle:224,Lost in the Spirit World,TLE,224,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:225,The Terror of Serpent's Pass,TLE,225,normal,1,Legendary Creature — Serpent,Legendarne Stworzenie — Wąż morski,yes,not-started,not-started
tle:226,Turtle-Seals,TLE,226,normal,1,Creature — Turtle Seal,Stworzenie — Żółw Foka,yes,not-started,not-started
tle:227,Water Whip,TLE,227,normal,1,Sorcery — Lesson,Rytuał — Lekcja,yes,not-started,not-started
tle:228,Elephant-Rat,TLE,228,normal,1,Creature — Elephant Rat,Stworzenie — Słoń Szczur,yes,not-started,not-started
tle:229,Fire Nation Ambushers,TLE,229,normal,1,Creature — Human Soldier,Stworzenie — Człowiek Żołnierz,yes,not-started,not-started
tle:230,Fire Nation Sentinels,TLE,230,normal,1,Creature — Human Soldier,Stworzenie — Człowiek Żołnierz,yes,not-started,not-started
tle:231,Gilacorn,TLE,231,normal,1,Creature — Lizard,Stworzenie — Jaszczurka,yes,not-started,not-started
tle:232,Lion Vulture,TLE,232,normal,1,Creature — Cat Bird,Stworzenie — Kot Ptak,yes,not-started,not-started
tle:233,Purple Pentapus,TLE,233,normal,1,Creature — Octopus Starfish,Stworzenie — Ośmiornica Rozgwiazda,yes,not-started,not-started
tle:234,Capital Guard,TLE,234,normal,1,Creature — Human Soldier,Stworzenie — Człowiek Żołnierz,no,not-required,not-started
tle:235,Dragon Moose,TLE,235,normal,1,Creature — Dragon Elk,Stworzenie — Smok Jeleń,yes,not-started,not-started
tle:236,Explosive Shot,TLE,236,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:237,Fire Nation Archers,TLE,237,normal,1,Creature — Human Archer,Stworzenie — Człowiek Łucznik,yes,not-started,not-started
tle:238,Fire Nation Soldier,TLE,238,normal,1,Creature — Human Soldier,Stworzenie — Człowiek Żołnierz,yes,not-started,not-started
tle:239,Fire Nation's Conquest,TLE,239,normal,1,Enchantment,Urok,yes,not-started,not-started
tle:240,"Iroh, Firebending Instructor",TLE,240,normal,1,Legendary Creature — Human Noble Ally,Legendarne Stworzenie — Człowiek Szlachcic Sojusznik,yes,not-started,not-started
tle:241,Komodo Rhino,TLE,241,normal,1,Creature — Lizard Rhino,Stworzenie — Jaszczurka Nosorożec,yes,not-started,not-started
tle:242,Loyal Fire Sage,TLE,242,normal,1,Creature — Human Cleric Ally,Stworzenie — Człowiek Kleryk Sojusznik,yes,not-started,not-started
tle:243,Roku's Mastery,TLE,243,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:244,Warship Scout,TLE,244,normal,1,Creature — Human Scout,Stworzenie — Człowiek Zwiadowca,no,not-required,not-started
tle:245,"Zhao, the Seething Flame",TLE,245,normal,1,Legendary Creature — Human Soldier,Legendarne Stworzenie — Człowiek Żołnierz,yes,not-started,not-started
tle:246,"Zuko, Avatar Hunter",TLE,246,normal,1,Legendary Creature — Human Noble,Legendarne Stworzenie — Człowiek Szlachcic,yes,not-started,not-started
tle:247,Zuko's Offense,TLE,247,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:248,"Bumi, Eclectic Earthbender",TLE,248,normal,1,Legendary Creature — Human Noble Ally,Legendarne Stworzenie — Człowiek Szlachcic Sojusznik,yes,not-started,not-started
tle:249,Earthbending Student,TLE,249,normal,1,Creature — Human Warrior Ally,Stworzenie — Człowiek Wojownik Sojusznik,yes,not-started,not-started
tle:250,Eel-Hounds,TLE,250,normal,1,Creature — Fish Dog,Stworzenie — Ryba Pies,yes,not-started,not-started
tle:251,Frog-Squirrels,TLE,251,normal,1,Creature — Frog Squirrel,Stworzenie — Żaba Wiewiórka,yes,not-started,not-started
tle:252,Hippo-Cows,TLE,252,normal,1,Creature — Hippo Ox,Stworzenie — Hipopotam Wół,yes,not-started,not-started
tle:253,Match the Odds,TLE,253,normal,1,Sorcery — Lesson,Rytuał — Lekcja,yes,not-started,not-started
tle:254,Seismic Tutelage,TLE,254,normal,1,Enchantment — Aura,Urok — Aura,yes,not-started,not-started
tle:255,Hog-Monkey Rampage,TLE,255,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:256,Mechanical Glider,TLE,256,normal,1,Artifact — Equipment,Artefakt — Ekwipunek,yes,not-started,not-started
tle:257,Feed the Swarm,TLE,257,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:258,Run Amok,TLE,258,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:259,Explore,TLE,259,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:260,Thriving Bluff,TLE,260,normal,1,Land,Ląd,yes,not-started,not-started
tle:261,Thriving Grove,TLE,261,normal,1,Land,Ląd,yes,not-started,not-started
tle:262,Thriving Heath,TLE,262,normal,1,Land,Ląd,yes,not-started,not-started
tle:263,Thriving Isle,TLE,263,normal,1,Land,Ląd,yes,not-started,not-started
tle:264,Thriving Moor,TLE,264,normal,1,Land,Ląd,yes,not-started,not-started
tle:305,Enlightened Tutor,TLE,305,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:306,Flawless Maneuver,TLE,306,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:307,Fierce Guardianship,TLE,307,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:308,Mystical Tutor,TLE,308,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:309,Deadly Rollick,TLE,309,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:310,Entomb,TLE,310,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:311,Deflecting Swat,TLE,311,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:312,Gamble,TLE,312,normal,1,Sorcery,Rytuał,yes,not-started,not-started
tle:313,Obscuring Haze,TLE,313,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:314,Worldly Tutor,TLE,314,normal,1,Instant,Czar natychmiastowy,yes,not-started,not-started
tle:315,Arcane Signet,TLE,315,normal,1,Artifact,Artefakt,yes,not-started,not-started
tle:316,Sol Ring,TLE,316,normal,1,Artifact,Artefakt,yes,not-started,not-started
tle:317,Swiftfoot Boots,TLE,317,normal,1,Artifact — Equipment,Artefakt — Ekwipunek,yes,not-started,not-started
