printKey,cardName,faceIndex,faceName,layout,typeLineSource,rulesTextSource,status,priority,notes
tle:15,Intruder Alarm,0,Intruder Alarm,normal,Enchantment,"Creatures don't untap during their controllers' untap steps.
Whenever a creature enters, untap all creatures.",todo,normal,
tla:24,Invasion Reinforcements,0,Invasion Reinforcements,normal,Creature — Human Warrior Ally,"Flash
When this creature enters, create a 1/1 white Ally creature token.",todo,normal,
tla:57,Invasion Submersible,0,Invasion Submersible,normal,Artifact — Vehicle,"When this Vehicle enters, return up to one other target nonland permanent to its owner's hand.
Exhaust — Waterbend {3}: This Vehicle becomes an artifact creature. Put three +1/+1 counters on it. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}. Activate each exhaust ability only once.)",todo,normal,
tla:183,Invasion Tactics,0,Invasion Tactics,normal,Enchantment,"When this enchantment enters, creatures you control get +2/+2 until end of turn.
Whenever one or more Allies you control deal combat damage to a player, draw a card.",todo,normal,
tla:141,Iroh's Demonstration,0,Iroh's Demonstration,normal,Sorcery — Lesson,"Choose one —
• Iroh's Demonstration deals 1 damage to each creature your opponents control.
• Iroh's Demonstration deals 4 damage to target creature.",todo,normal,
tle:119,"Iroh, Dragon of the West",0,"Iroh, Dragon of the West",normal,Legendary Creature — Human Noble Ally,"Haste
Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)
At the beginning of combat on your turn, each creature you control with a counter on it gains firebending 2 until end of turn. (Whenever it attacks, add {R}{R}. This mana lasts until end of combat.)",todo,normal,
tla:227,"Iroh, Grand Lotus",0,"Iroh, Grand Lotus",normal,Legendary Creature — Human Noble Ally,"Firebending 2
During your turn, each non-Lesson instant and sorcery card in your graveyard has flashback. The flashback cost is equal to that card's mana cost. (You may cast a card from your graveyard for its flashback cost. Then exile it.)
During your turn, each Lesson card in your graveyard has flashback {1}.",todo,normal,
tla:228,"Iroh, Tea Master",0,"Iroh, Tea Master",normal,Legendary Creature — Human Citizen Ally,"When Iroh enters, create a Food token.
At the beginning of combat on your turn, you may have target opponent gain control of target permanent you control. When you do, create a 1/1 white Ally creature token. Put a +1/+1 counter on that token for each permanent you own that your opponents control.",todo,normal,
tla:283,Island,0,Island,normal,Basic Land — Island,({T}: Add {U}.),todo,normal,
tla:58,It'll Quench Ya!,0,It'll Quench Ya!,normal,Instant — Lesson,Counter target spell unless its controller pays {2}.,todo,normal,
tla:270,Jasmine Dragon Tea Shop,0,Jasmine Dragon Tea Shop,normal,Land,"{T}: Add {C}.
{T}: Add one mana of any color. Spend this mana only to cast an Ally spell or activate an ability of an Ally source.
{5}, {T}: Create a 1/1 white Ally creature token.",todo,normal,
tla:25,Jeong Jeong's Deserters,0,Jeong Jeong's Deserters,normal,Creature — Human Rebel Ally,"When this creature enters, put a +1/+1 counter on target creature.",todo,normal,
tla:142,"Jeong Jeong, the Deserter",0,"Jeong Jeong, the Deserter",normal,Legendary Creature — Human Rebel Ally,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
Exhaust — {3}: Put a +1/+1 counter on Jeong Jeong. When you next cast a Lesson spell this turn, copy it and you may choose new targets for the copy. (Activate each exhaust ability only once.)",todo,normal,
tla:143,Jet's Brainwashing,0,Jet's Brainwashing,normal,Sorcery,"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Target creature can't block this turn. If this spell was kicked, gain control of that creature until end of turn, untap it, and it gains haste until end of turn.
Create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",todo,normal,
tla:229,"Jet, Freedom Fighter",0,"Jet, Freedom Fighter",normal,Legendary Creature — Human Rebel Ally,"When Jet enters, he deals damage equal to the number of creatures you control to target creature an opponent controls.
When Jet dies, put a +1/+1 counter on each of up to two target creatures.",todo,normal,
tle:78,"Jet, Rebel Leader",0,"Jet, Rebel Leader",normal,Legendary Creature — Human Rebel Ally,"Whenever Jet attacks, look at the top five cards of your library. You may put a creature card with mana value 3 or less from among them onto the battlefield tapped and attacking. Put the rest on the bottom of your library in a random order.",todo,normal,
tle:50,Join the Dance,0,Join the Dance,normal,Sorcery,"Create two 1/1 white Human creature tokens.
Flashback {3}{G}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",todo,normal,
tla:105,"Joo Dee, One of Many",0,"Joo Dee, One of Many",normal,Creature — Human Advisor,"{B}, {T}: Surveil 1. Create a token that's a copy of this creature, then sacrifice an artifact or creature. Activate only as a sorcery. (To surveil 1, look at the top card of your library. You may put it into your graveyard.)",todo,normal,
tla:106,"June, Bounty Hunter",0,"June, Bounty Hunter",normal,Legendary Creature — Human Mercenary,"June can't be blocked as long as you've drawn two or more cards this turn.
{1}, Sacrifice another creature: Create a Clue token. Activate only during your turn. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",todo,normal,
tle:63,Katara's Reversal,0,Katara's Reversal,normal,Instant,"Counter up to four target spells and/or abilities.
Untap up to four target artifacts and/or creatures.",todo,normal,
tla:59,"Katara, Bending Prodigy",0,"Katara, Bending Prodigy",normal,Legendary Creature — Human Warrior Ally,"At the beginning of your end step, if Katara is tapped, put a +1/+1 counter on her.
Waterbend {6}: Draw a card. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",todo,normal,
tle:148,"Katara, Seeking Revenge",0,"Katara, Seeking Revenge",normal,Legendary Creature — Human Warrior Ally,"As an additional cost to cast this spell, you may waterbend {2}. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)
When Katara enters, draw a card, then discard a card unless her additional cost was paid.
Katara gets +1/+1 for each Lesson card in your graveyard.",todo,normal,
tla:230,"Katara, the Fearless",0,"Katara, the Fearless",normal,Legendary Creature — Human Warrior Ally,"If a triggered ability of an Ally you control triggers, that ability triggers an additional time.",todo,normal,
tla:231,"Katara, Water Tribe's Hope",0,"Katara, Water Tribe's Hope",normal,Legendary Creature — Human Warrior Ally,"Vigilance
When Katara enters, create a 1/1 white Ally creature token.
Waterbend {X}: Creatures you control have base power and toughness X/X until end of turn. X can't be 0. Activate only during your turn. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",todo,normal,
tle:93,"Katara, Waterbending Master",0,"Katara, Waterbending Master",normal,Legendary Creature — Human Warrior Ally,"Whenever you cast a spell during an opponent's turn, you get an experience counter.
Whenever Katara attacks, you may draw a card for each experience counter you have. If you do, discard a card.",todo,normal,
tle:79,Kindly Customer,0,Kindly Customer,normal,Creature — Human Citizen,"When this creature enters, draw a card.",todo,normal,
tla:60,Knowledge Seeker,0,Knowledge Seeker,normal,Creature — Fox Spirit,"Vigilance
Whenever you draw your second card each turn, put a +1/+1 counter on this creature.
When this creature dies, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",todo,normal,
tle:80,Koala-Sheep,0,Koala-Sheep,normal,Creature — Bear Sheep,"When this creature enters, you gain 3 life.",todo,normal,
tla:107,"Koh, the Face Stealer",0,"Koh, the Face Stealer",normal,Legendary Creature — Shapeshifter Spirit,"When Koh enters, exile up to one other target creature.
Whenever another nontoken creature dies, you may exile it.
Pay 1 life: Choose a creature card exiled with Koh.
Koh has all activated and triggered abilities of the last chosen card.",todo,normal,
tle:51,"Koma, Cosmos Serpent",0,"Koma, Cosmos Serpent",normal,Legendary Creature — Serpent,"This spell can't be countered.
At the beginning of each upkeep, create a 3/3 blue Serpent creature token named Koma's Coil.
Sacrifice another Serpent: Choose one —
• Tap target permanent. Its activated abilities can't be activated this turn.
• Koma gains indestructible until end of turn.",todo,normal,
tla:257,Kyoshi Battle Fan,0,Kyoshi Battle Fan,normal,Artifact — Equipment,"When this Equipment enters, create a 1/1 white Ally creature token, then attach this Equipment to it.
Equipped creature gets +1/+0.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",todo,normal,
tla:184,Kyoshi Island Plaza,0,Kyoshi Island Plaza,normal,Legendary Enchantment — Shrine,"When Kyoshi Island Plaza enters, search your library for up to X basic land cards, where X is the number of Shrines you control. Put those cards onto the battlefield tapped, then shuffle.
Whenever another Shrine you control enters, search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",todo,normal,
tla:271,Kyoshi Village,0,Kyoshi Village,normal,Land,"This land enters tapped.
{T}: Add {G} or {W}.
{4}, {T}, Sacrifice this land: Draw a card.",todo,normal,
tle:140,Kyoshi Warrior Exemplars,0,Kyoshi Warrior Exemplars,normal,Creature — Human Warrior Ally,"Whenever this creature attacks, if you control eight or more lands, creatures you control get +2/+2 until end of turn.",todo,normal,
tla:26,Kyoshi Warriors,0,Kyoshi Warriors,normal,Creature — Human Warrior Ally,"When this creature enters, create a 1/1 white Ally creature token.",todo,normal,
tla:185,Leaves from the Vine,0,Leaves from the Vine,normal,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Mill three cards, then create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
II — Put a +1/+1 counter on each of up to two target creatures you control.
III — Draw a card if there's a creature or Lesson card in your graveyard.",todo,normal,
tle:32,Lightning Bolt,0,Lightning Bolt,normal,Instant,Lightning Bolt deals 3 damage to any target.,todo,normal,
tla:146,Lightning Strike,0,Lightning Strike,normal,Instant,Lightning Strike deals 3 damage to any target.,todo,normal,
tle:232,Lion Vulture,0,Lion Vulture,normal,Creature — Cat Bird,"Flying (This creature can't be blocked except by creatures with flying or reach.)
At the beginning of your end step, if an opponent lost life this turn, put a +1/+1 counter on this creature and draw a card. (Damage causes loss of life.)",todo,normal,
tle:4,"Lita, Mechanical Engineer",0,"Lita, Mechanical Engineer",normal,Legendary Artifact Creature — Artificer,"Vigilance
At the beginning of your end step, untap each other artifact creature you control.
{3}{W}, {T}: Create a 5/5 colorless Vehicle artifact token named Zeppelin with flying and crew 3. (It has ""Tap any number of creatures you control with total power 3 or more: This token becomes an artifact creature until end of turn."")",todo,normal,
tle:108,"Lo and Li, Royal Advisors",0,"Lo and Li, Royal Advisors",normal,Legendary Creature — Human Advisor,"Whenever an opponent discards a card or mills one or more cards, put a +1/+1 counter on each Advisor you control.
{2}{U/B}: Target player mills four cards. (They put the top four cards of their library into their graveyard.)",todo,normal,
tla:108,"Lo and Li, Twin Tutors",0,"Lo and Li, Twin Tutors",normal,Legendary Creature — Human Advisor,"When Lo and Li enter, search your library for a Lesson or Noble card, reveal it, put it into your hand, then shuffle.
Noble creatures you control and Lesson spells you control have lifelink.",todo,normal,
tla:233,"Long Feng, Grand Secretariat",0,"Long Feng, Grand Secretariat",normal,Legendary Creature — Human Advisor,"Whenever another creature you control or a land you control is put into a graveyard from the battlefield, put a +1/+1 counter on target creature you control.",todo,normal,
tle:120,"Longshot, Rebel Bowman",0,"Longshot, Rebel Bowman",normal,Legendary Creature — Human Rebel Ally,"Reach (This creature can block creatures with flying.)
Noncreature spells you cast cost {1} less to cast.
Whenever you cast a noncreature spell, Longshot deals 2 damage to each opponent.",todo,normal,
tla:62,Lost Days,0,Lost Days,normal,Instant — Lesson,"The owner of target creature or enchantment puts it into their library second from the top or on the bottom. You create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",todo,normal,
tle:121,Lost in Memories,0,Lost in Memories,normal,Enchantment — Aura,"Flash
Enchant creature you control
Enchanted creature gets +1/+1 and has ""Whenever this creature deals combat damage to a player, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost."" (You may cast that card from your graveyard for its flashback cost. Then exile it.)",todo,normal,
tle:224,Lost in the Spirit World,0,Lost in the Spirit World,normal,Sorcery,"Return up to one target creature to its owner's hand. Create a 1/1 colorless Spirit creature token with ""This token can't block or be blocked by non-Spirit creatures.""",todo,normal,
tle:242,Loyal Fire Sage,0,Loyal Fire Sage,normal,Creature — Human Cleric Ally,"Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.)
{5}: Create a 1/1 white Ally creature token.",todo,normal,
tle:68,Mai and Zuko,0,Mai and Zuko,normal,Legendary Creature — Human Noble Ally,"Firebending 3
You may cast Ally spells and artifact spells as though they had flash.",todo,normal,
tla:147,"Mai, Jaded Edge",0,"Mai, Jaded Edge",normal,Legendary Creature — Human Noble,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Exhaust — {3}: Put a double strike counter on Mai. (Activate each exhaust ability only once.)",todo,normal,
tla:109,"Mai, Scornful Striker",0,"Mai, Scornful Striker",normal,Legendary Creature — Human Noble Ally,"First strike
Whenever a player casts a noncreature spell, they lose 2 life.",todo,normal,
tle:169,Many Partings,0,Many Partings,normal,Sorcery,"Search your library for a basic land card, reveal it, put it into your hand, then shuffle. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",todo,normal,
tla:63,Master Pakku,0,Master Pakku,normal,Legendary Creature — Human Advisor Ally,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Whenever Master Pakku becomes tapped, target player mills X cards, where X is the number of Lesson cards in your graveyard. (They put the top X cards of their library into their graveyard.)",todo,normal,
tla:28,Master Piandao,0,Master Piandao,normal,Legendary Creature — Human Warrior Ally,"First strike
Whenever Master Piandao attacks, look at the top four cards of your library. You may reveal an Ally, Equipment, or Lesson card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",todo,normal,
tle:141,Master's Guidance,0,Master's Guidance,normal,Enchantment,"Whenever you attack with two or more legendary creatures, put a +1/+1 counter on each of up to two target attacking creatures.
At the beginning of your end step, if you control a creature with power 4 or greater, draw a card.",todo,normal,
tle:253,Match the Odds,0,Match the Odds,normal,Sorcery — Lesson,Create a 1/1 white Ally creature token. Put a +1/+1 counter on it for each creature your opponents control.,todo,normal,
tle:256,Mechanical Glider,0,Mechanical Glider,normal,Artifact — Equipment,"When this Equipment enters, attach it to target creature you control.
Equipped creature has flying. (It can't be blocked except by creatures with flying or reach.)
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",todo,normal,
tla:272,Meditation Pools,0,Meditation Pools,normal,Land,"This land enters tapped.
{T}: Add {G} or {U}.
{4}, {T}, Sacrifice this land: Draw a card.",todo,normal,
tla:110,Merchant of Many Hats,0,Merchant of Many Hats,normal,Creature — Human Peasant Ally,{2}{B}: Return this card from your graveyard to your hand.,todo,normal,
tla:234,Messenger Hawk,0,Messenger Hawk,normal,Creature — Bird Scout,"Flying
When this creature enters, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
This creature gets +2/+0 as long as you've drawn two or more cards this turn.",todo,normal,
tla:258,Meteor Sword,0,Meteor Sword,normal,Artifact — Equipment,"When this Equipment enters, destroy target permanent.
Equipped creature gets +3/+3.
Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery.)",todo,normal,
tle:54,Meteorite,0,Meteorite,normal,Artifact,"When this artifact enters, it deals 2 damage to any target.
{T}: Add one mana of any color.",todo,normal,
tle:33,Mirrorwing Dragon,0,Mirrorwing Dragon,normal,Creature — Dragon,"Flying
Whenever a player casts an instant or sorcery spell that targets only this creature, that player copies that spell for each other creature they control that the spell could target. Each copy targets a different one of those creatures.",todo,normal,
tla:273,Misty Palms Oasis,0,Misty Palms Oasis,normal,Land,"This land enters tapped.
{T}: Add {W} or {B}.
{4}, {T}, Sacrifice this land: Draw a card.",todo,normal,
tle:122,"Moku, Meandering Drummer",0,"Moku, Meandering Drummer",normal,Legendary Creature — Human Bard Ally,"Whenever you cast a noncreature spell, you may pay {1}. If you do, Moku gets +2/+1 and creatures you control gain haste until end of turn.",todo,normal,
tle:72,Momo's Heist,0,Momo's Heist,normal,Sorcery,"Gain control of target artifact. Untap it. It gains haste. At the beginning of the next end step, sacrifice it.",todo,normal,
tla:29,"Momo, Friendly Flier",0,"Momo, Friendly Flier",normal,Legendary Creature — Lemur Bat Ally,"Flying
The first non-Lemur creature spell with flying you cast during each of your turns costs {1} less to cast.
Whenever another creature you control with flying enters, Momo gets +1/+1 until end of turn.",todo,normal,
tla:30,"Momo, Playful Pet",0,"Momo, Playful Pet",normal,Legendary Creature — Lemur Bat Ally,"Flying, vigilance
When Momo leaves the battlefield, choose one —
• Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
• Put a +1/+1 counter on target creature you control.
• Scry 2.",todo,normal,
tla:148,Mongoose Lizard,0,Mongoose Lizard,normal,Creature — Mongoose Lizard,"Menace (This creature can't be blocked except by two or more creatures.)
When this creature enters, it deals 1 damage to any target.
Mountaincycling {2} ({2}, Discard this card: Search your library for a Mountain card, reveal it, put it into your hand, then shuffle.)",todo,normal,
tle:81,Monk Gyatso,0,Monk Gyatso,normal,Legendary Creature — Human Monk,"Whenever another creature you control becomes the target of a spell or ability, you may airbend that creature. (Exile it. While it's exiled, its owner may cast it for {2} rather than its mana cost.)",todo,normal,
tle:16,Mystic Remora,0,Mystic Remora,normal,Enchantment,"Cumulative upkeep {1} (At the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
Whenever an opponent casts a noncreature spell, you may draw a card unless that player pays {4}.",todo,normal,
tle:308,Mystical Tutor,0,Mystical Tutor,normal,Instant,"Search your library for an instant or sorcery card, reveal it, then shuffle and put that card on top.",todo,normal,
tle:94,Nightmares and Daydreams,0,Nightmares and Daydreams,saga,Enchantment — Saga,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after IV.)
I, II, III — Until your next turn, whenever you cast an instant or sorcery spell, target player mills cards equal to that spell's mana value.
IV — Draw a card. If a graveyard has twenty or more cards in it, draw three cards instead.",todo,normal,
tla:274,North Pole Gates,0,North Pole Gates,normal,Land,"This land enters tapped.
{T}: Add {W} or {U}.
{4}, {T}, Sacrifice this land: Draw a card.",todo,normal,
tla:65,North Pole Patrol,0,North Pole Patrol,normal,Creature — Human Soldier Ally,"{T}: Untap another target permanent you control.
Waterbend {3}, {T}: Tap target creature an opponent controls. (While paying a waterbend cost, you can tap your artifacts and creatures to help. Each one pays for {1}.)",todo,normal,
tla:111,Northern Air Temple,0,Northern Air Temple,normal,Legendary Enchantment — Shrine,"When Northern Air Temple enters, each opponent loses X life and you gain X life, where X is the number of Shrines you control.
Whenever another Shrine you control enters, each opponent loses 1 life and you gain 1 life.",todo,normal,
tle:25,Noxious Gearhulk,0,Noxious Gearhulk,normal,Artifact Creature — Construct,"Menace
When this creature enters, you may destroy another target creature. If a creature is destroyed this way, you gain life equal to its toughness.",todo,normal,
tle:109,"Nyla, Shirshu Sleuth",0,"Nyla, Shirshu Sleuth",normal,Legendary Creature — Mole Beast,"When Nyla enters, exile up to one target creature card from your graveyard. If you do, you lose X life and create X Clue tokens, where X is that card's mana value. (A Clue token is an artifact with ""{2}, Sacrifice this token: Draw a card."")
At the beginning of your end step, if you control no Clues, return target card exiled with Nyla to its owner's hand.",todo,normal,
tle:313,Obscuring Haze,0,Obscuring Haze,normal,Instant,"If you control a commander, you may cast this spell without paying its mana cost.
Prevent all damage that would be dealt this turn by creatures your opponents control.",todo,normal,
tla:112,Obsessive Pursuit,0,Obsessive Pursuit,normal,Enchantment,"When this enchantment enters and at the beginning of your upkeep, you lose 1 life and create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you attack, put X +1/+1 counters on target attacking creature, where X is the number of permanents you've sacrificed this turn. If X is three or more, that creature gains lifelink until end of turn.",todo,normal,
tla:66,Octopus Form,0,Octopus Form,normal,Instant — Lesson,Target creature you control gets +1/+1 and gains hexproof until end of turn. Untap it. (It can't be the target of spells or abilities your opponents control.),todo,normal,
tla:275,Omashu City,0,Omashu City,normal,Land,"This land enters tapped.
{T}: Add {R} or {G}.
{4}, {T}, Sacrifice this land: Draw a card.",todo,normal,
tla:187,Origin of Metalbending,0,Origin of Metalbending,normal,Instant — Lesson,"Choose one —
• Destroy target artifact or enchantment.
• Put a +1/+1 counter on target creature you control. It gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",todo,normal,
tla:188,Ostrich-Horse,0,Ostrich-Horse,normal,Creature — Bird Horse,"When this creature enters, mill three cards. You may put a land card from among them into your hand. If you don't, put a +1/+1 counter on this creature. (To mill three cards, put the top three cards of your library into your graveyard.)",todo,normal,
tla:67,Otter-Penguin,0,Otter-Penguin,normal,Creature — Otter Bird,"Whenever you draw your second card each turn, this creature gets +1/+2 until end of turn and can't be blocked this turn.",todo,normal,
tle:123,Overwhelming Victory,0,Overwhelming Victory,normal,Instant — Lesson,"Overwhelming Victory deals 5 damage to target creature. Each creature you control gains trample and gets +X/+0 until end of turn, where X is the amount of excess damage dealt this way.",todo,normal,
tla:113,Ozai's Cruelty,0,Ozai's Cruelty,normal,Sorcery — Lesson,Ozai's Cruelty deals 2 damage to target player. That player discards two cards.,todo,normal,
tla:235,"Ozai, the Phoenix King",0,"Ozai, the Phoenix King",normal,Legendary Creature — Human Noble,"Trample, firebending 4, haste
If you would lose unspent mana, that mana becomes red instead.
Ozai has flying and indestructible as long as you have six or more unspent mana.",todo,normal,
tla:31,Path to Redemption,0,Path to Redemption,normal,Enchantment — Aura,"Enchant creature
Enchanted creature can't attack or block.
{5}, Sacrifice this Aura: Exile enchanted creature. Create a 1/1 white Ally creature token. Activate only during your turn.",todo,normal,
tla:114,Phoenix Fleet Airship,0,Phoenix Fleet Airship,normal,Artifact — Vehicle,"Flying
At the beginning of your end step, if you sacrificed a permanent this turn, create a token that's a copy of this Vehicle.
As long as you control eight or more permanents named Phoenix Fleet Airship, this Vehicle is an artifact creature.
Crew 1",todo,normal,
tla:189,Pillar Launch,0,Pillar Launch,normal,Instant,Target creature gets +2/+2 and gains reach until end of turn. Untap it.,todo,normal,
tle:82,"Pipsqueak, Rebel Strongarm",0,"Pipsqueak, Rebel Strongarm",normal,Legendary Creature — Human Rebel Ally,Pipsqueak can't attack alone unless he has a +1/+1 counter on him.,todo,normal,
tla:115,Pirate Peddlers,0,Pirate Peddlers,normal,Creature — Human Pirate,"Deathtouch
Whenever you sacrifice another permanent, put a +1/+1 counter on this creature.",todo,normal,
tla:282,Plains,0,Plains,normal,Basic Land — Plains,({T}: Add {W}.),todo,normal,
tla:259,Planetarium of Wan Shi Tong,0,Planetarium of Wan Shi Tong,normal,Legendary Artifact,"{1}, {T}: Scry 2.
Whenever you scry or surveil, look at the top card of your library. You may cast that card without paying its mana cost. Do this only once each turn. (Look at the card after you scry or surveil.)",todo,normal,
tla:236,Platypus-Bear,0,Platypus-Bear,normal,Creature — Platypus Bear,"Defender
When this creature enters, mill two cards. (Put the top two cards of your library into your graveyard.)
As long as there is a Lesson card in your graveyard, this creature can attack as though it didn't have defender.",todo,normal,
tla:237,Pretending Poxbearers,0,Pretending Poxbearers,normal,Creature — Human Citizen Ally,"When this creature dies, create a 1/1 white Ally creature token.",todo,normal,
tla:149,Price of Freedom,0,Price of Freedom,normal,Sorcery — Lesson,"Destroy target artifact or land an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle.
Draw a card.",todo,normal,
tle:95,Princess Yue,0,Princess Yue,normal,Legendary Creature — Human Noble Ally,"When Princess Yue dies, if she was a nonland creature, return this card to the battlefield tapped under your control. She's a land named Moon. She gains ""{T}: Add {C}."" (She's still legendary.)
{T}: Scry 2.",todo,normal,
tla:238,"Professor Zei, Anthropologist",0,"Professor Zei, Anthropologist",normal,Legendary Creature — Human Advisor Ally,"{T}, Discard a card: Draw a card.
{1}, {T}, Sacrifice Professor Zei: Return target instant or sorcery card from your graveyard to your hand. Activate only during your turn.",todo,normal,
tle:17,Prosperity,0,Prosperity,normal,Sorcery,Each player draws X cards.,todo,normal,
tle:233,Purple Pentapus,0,Purple Pentapus,normal,Creature — Octopus Starfish,"When this creature enters, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
{2}{B}, Tap an untapped creature you control: Return this card from your graveyard to the battlefield tapped.",todo,normal,
tla:32,Rabaroo Troop,0,Rabaroo Troop,normal,Creature — Rabbit Kangaroo,"Landfall — Whenever a land you control enters, this creature gains flying until end of turn and you gain 1 life.
Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)",todo,normal,
tla:150,Ran and Shaw,0,Ran and Shaw,normal,Legendary Creature — Dragon,"Flying, firebending 2
When Ran and Shaw enter, if you cast them and there are three or more Dragon and/or Lesson cards in your graveyard, create a token that's a copy of Ran and Shaw, except it's not legendary.
{3}{R}: Dragons you control get +2/+0 until end of turn.",todo,normal,
tla:190,Raucous Audience,0,Raucous Audience,normal,Creature — Human Citizen,"{T}: Add {G}. If you control a creature with power 4 or greater, add {G}{G} instead.",todo,normal,
tla:116,Raven Eagle,0,Raven Eagle,normal,Creature — Bird Assassin,"Flying
Whenever this creature enters or attacks, exile up to one target card from a graveyard. If a creature card is exiled this way, create a Clue token. (It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
Whenever you draw your second card each turn, each opponent loses 1 life and you gain 1 life.",todo,normal,
tla:33,Razor Rings,0,Razor Rings,normal,Instant,Razor Rings deals 4 damage to target attacking or blocking creature. You gain life equal to the excess damage dealt this way.,todo,normal,
tla:276,Realm of Koh,0,Realm of Koh,normal,Land,"This land enters tapped unless you control a basic land.
{T}: Add {B}.
{3}{B}, {T}: Create a 1/1 colorless Spirit creature token with ""This token can't block or be blocked by non-Spirit creatures.""",todo,normal,
tla:191,Rebellious Captives,0,Rebellious Captives,normal,Creature — Human Peasant Ally,"Exhaust — {6}: Put two +1/+1 counters on this creature, then earthbend 2. (Target land you control becomes a 0/0 creature with haste that's still a land. Put two +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped. Activate each exhaust ability only once.)",todo,normal,
tle:124,Reckless Blaze,0,Reckless Blaze,normal,Sorcery — Lesson,"Reckless Blaze deals 5 damage to each creature. Whenever a creature you control dealt damage this way dies this turn, add {R}.",todo,normal,
tla:151,Redirect Lightning,0,Redirect Lightning,normal,Instant — Lesson,"As an additional cost to cast this spell, pay 5 life or pay {2}.
Change the target of target spell or ability with a single target.",todo,normal,
tle:5,Release to Memory,0,Release to Memory,normal,Instant,"Exile target opponent's graveyard. For each creature card exiled this way, create a 1/1 colorless Spirit creature token.",todo,normal,
tle:34,Rending Volley,0,Rending Volley,normal,Instant,"This spell can't be countered.
Rending Volley deals 4 damage to target white or blue creature.",todo,normal,
tle:44,Return of the Wildspeaker,0,Return of the Wildspeaker,normal,Instant,"Choose one —
• Draw cards equal to the greatest power among non-Human creatures you control.
• Non-Human creatures you control get +3/+3 until end of turn.",todo,normal,
tle:52,Rhys the Redeemed,0,Rhys the Redeemed,normal,Legendary Creature — Elf Warrior,"{2}{G/W}, {T}: Create a 1/1 green and white Elf Warrior creature token.
{4}{G/W}{G/W}, {T}: For each creature token you control, create a token that's a copy of that creature.",todo,normal,
tle:45,Rites of Flourishing,0,Rites of Flourishing,normal,Enchantment,"At the beginning of each player's draw step, that player draws an additional card.
Each player may play an additional land on each of their turns.",todo,normal,
tla:192,Rockalanche,0,Rockalanche,normal,Sorcery — Lesson,"Earthbend X, where X is the number of Forests you control. (Target land you control becomes a 0/0 creature with haste that's still a land. Put X +1/+1 counters on it. When it dies or is exiled, return it to the battlefield tapped.)
Flashback {5}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",todo,normal,
tla:193,Rocky Rebuke,0,Rocky Rebuke,normal,Instant,Target creature you control deals damage equal to its power to target creature an opponent controls.,todo,normal,
tle:243,Roku's Mastery,0,Roku's Mastery,normal,Instant,"Roku's Mastery deals X damage to target creature. If X is 4 or more, scry 2. (Look at the top two cards of your library, then put any number of them on the bottom and the rest on top in any order.)",todo,normal,
